sample,genome_id,group,value
FW_TWAS_rep_1,GCA_022843165.1,X_Me_ac,0.0
FW_TWAS_rep_1,GCA_022843165.1,X_Me_CO2,0.0
FW_TWAS_rep_1,GCA_022843165.1,X_et,0.9
FW_TWAS_rep_1,GCA_022843165.1,X_lac,0.4895833333333333
FW_TWAS_rep_1,GCA_903917465.1,X_ch,0.7142857142857143
FW_TWAS_rep_1,GCA_903917465.1,X_pr,0.7058823529411765
FW_TWAS_rep_1,GCA_903917465.1,X_li,0.8333333333333334
FW_TWAS_rep_1,GCA_903917465.1,X_su,1.0
FW_TWAS_rep_1,GCA_903917465.1,X_aa,0.9
FW_TWAS_rep_1,GCA_903917465.1,X_fa,1.0
FW_TWAS_rep_1,GCA_903917465.1,X_ac_et,0.9333333333333333
FW_TWAS_rep_1,GCA_903917465.1,X_ac_lac,0.9375
FW_TWAS_rep_1,GCA_903917465.1,X_chain_et,1.0
FW_TWAS_rep_1,GCA_903917465.1,X_chain_lac,1.0
FW_TWAS_rep_1,GCA_903917465.1,X_VFA_deg,1.0
FW_TWAS_rep_1,GCA_903917465.1,X_Me_ac,0.0
FW_TWAS_rep_1,GCA_903917465.1,X_Me_CO2,0.0
FW_TWAS_rep_1,GCA_903917465.1,X_et,0.9
FW_TWAS_rep_1,GCA_903917465.1,X_lac,1.0
FW_TWAS_rep_1,GCF_049943315.1,X_ch,0.8571428571428571
FW_TWAS_rep_1,GCF_049943315.1,X_pr,0.9411764705882353
FW_TWAS_rep_1,GCF_049943315.1,X_li,0.75
FW_TWAS_rep_1,GCF_049943315.1,X_su,0.9230769230769231
FW_TWAS_rep_1,GCF_049943315.1,X_aa,1.0
FW_TWAS_rep_1,GCF_049943315.1,X_fa,0.9
FW_TWAS_rep_1,GCF_049943315.1,X_ac_et,0.0
FW_TWAS_rep_1,GCF_049943315.1,X_ac_lac,0.0
FW_TWAS_rep_1,GCF_049943315.1,X_chain_et,0.0
FW_TWAS_rep_1,GCF_049943315.1,X_chain_lac,0.0
FW_TWAS_rep_1,GCF_049943315.1,X_VFA_deg,0.8421875
FW_TWAS_rep_1,GCF_049943315.1,X_Me_ac,0.0
FW_TWAS_rep_1,GCF_049943315.1,X_Me_CO2,0.0
FW_TWAS_rep_1,GCF_049943315.1,X_et,1.0
FW_TWAS_rep_1,GCF_049943315.1,X_lac,0.23010416666666667
FW_TWAS_rep_1,GCF_003115115.2,X_ch,0.8571428571428571
FW_TWAS_rep_1,GCF_003115115.2,X_pr,0.9411764705882353
FW_TWAS_rep_1,GCF_003115115.2,X_li,0.75
FW_TWAS_rep_1,GCF_003115115.2,X_su,0.9230769230769231
FW_TWAS_rep_1,GCF_003115115.2,X_aa,1.0
FW_TWAS_rep_1,GCF_003115115.2,X_fa,0.9
FW_TWAS_rep_1,GCF_003115115.2,X_ac_et,0.0
FW_TWAS_rep_1,GCF_003115115.2,X_ac_lac,0.0
FW_TWAS_rep_1,GCF_003115115.2,X_chain_et,0.0
FW_TWAS_rep_1,GCF_003115115.2,X_chain_lac,0.0
FW_TWAS_rep_1,GCF_003115115.2,X_VFA_deg,0.8421875
FW_TWAS_rep_1,GCF_003115115.2,X_Me_ac,0.0
FW_TWAS_rep_1,GCF_003115115.2,X_Me_CO2,0.0
FW_TWAS_rep_1,GCF_003115115.2,X_et,1.0
FW_TWAS_rep_1,GCF_003115115.2,X_lac,0.23010416666666667
FW_TWAS_rep_1,GCA_018604165.1,X_ch,0.08027777777777777
FW_TWAS_rep_1,GCA_018604165.1,X_pr,1.0
FW_TWAS_rep_1,GCA_018604165.1,X_li,0.3333333333333333
FW_TWAS_rep_1,GCA_018604165.1,X_su,0.22313131313131312
FW_TWAS_rep_1,GCA_018604165.1,X_aa,0.5483333333333333
FW_TWAS_rep_1,GCA_018604165.1,X_fa,1.0
FW_TWAS_rep_1,GCA_018604165.1,X_ac_et,0.0
FW_TWAS_rep_1,GCA_018604165.1,X_ac_lac,0.0
FW_TWAS_rep_1,GCA_018604165.1,X_chain_et,0.0
FW_TWAS_rep_1,GCA_018604165.1,X_chain_lac,0.0
FW_TWAS_rep_1,GCA_018604165.1,X_VFA_deg,0.8421875
FW_TWAS_rep_1,GCA_018604165.1,X_Me_ac,0.0
FW_TWAS_rep_1,GCA_018604165.1,X_Me_CO2,0.0
FW_TWAS_rep_1,GCA_018604165.1,X_et,0.31333333333333335
FW_TWAS_rep_1,GCA_018604165.1,X_lac,0.4895833333333333
FW_TWAS_rep_1,GCF_030238425.1,X_ch,0.8571428571428571
FW_TWAS_rep_1,GCF_030238425.1,X_pr,0.9411764705882353
FW_TWAS_rep_1,GCF_030238425.1,X_li,0.6666666666666666
FW_TWAS_rep_1,GCF_030238425.1,X_su,1.0
FW_TWAS_rep_1,GCF_030238425.1,X_aa,1.0
FW_TWAS_rep_1,GCF_030238425.1,X_fa,0.9
FW_TWAS_rep_1,GCF_030238425.1,X_ac_et,0.0
FW_TWAS_rep_1,GCF_030238425.1,X_ac_lac,0.0
FW_TWAS_rep_1,GCF_030238425.1,X_chain_et,0.0
FW_TWAS_rep_1,GCF_030238425.1,X_chain_lac,0.0
FW_TWAS_rep_1,GCF_030238425.1,X_VFA_deg,0.8421875
FW_TWAS_rep_1,GCF_030238425.1,X_Me_ac,0.0
FW_TWAS_rep_1,GCF_030238425.1,X_Me_CO2,0.0
FW_TWAS_rep_1,GCF_030238425.1,X_et,1.0
FW_TWAS_rep_1,GCF_030238425.1,X_lac,1.0
FW_TWAS_rep_1,GCA_963784415.1,X_ch,0.7142857142857143
FW_TWAS_rep_1,GCA_963784415.1,X_pr,1.0
FW_TWAS_rep_1,GCA_963784415.1,X_li,0.5833333333333334
FW_TWAS_rep_1,GCA_963784415.1,X_su,0.3961846153846154
FW_TWAS_rep_1,GCA_963784415.1,X_aa,0.705
FW_TWAS_rep_1,GCA_963784415.1,X_fa,1.0
FW_TWAS_rep_1,GCA_963784415.1,X_ac_et,0.7333333333333333
FW_TWAS_rep_1,GCA_963784415.1,X_ac_lac,0.0
FW_TWAS_rep_1,GCA_963784415.1,X_chain_et,0.8461538461538461
FW_TWAS_rep_1,GCA_963784415.1,X_chain_lac,0.0
FW_TWAS_rep_1,GCA_963784415.1,X_VFA_deg,0.8421875
FW_TWAS_rep_1,GCA_963784415.1,X_Me_ac,0.0
FW_TWAS_rep_1,GCA_963784415.1,X_Me_CO2,0.0
FW_TWAS_rep_1,GCA_963784415.1,X_et,0.5
FW_TWAS_rep_1,GCA_963784415.1,X_lac,0.0
FW_TWAS_rep_1,GCA_048500275.1,X_ch,0.8571428571428571
FW_TWAS_rep_1,GCA_048500275.1,X_pr,0.8823529411764706
FW_TWAS_rep_1,GCA_048500275.1,X_li,0.5833333333333334
FW_TWAS_rep_1,GCA_048500275.1,X_su,0.7272727272727273
FW_TWAS_rep_1,GCA_048500275.1,X_aa,1.0
FW_TWAS_rep_1,GCA_048500275.1,X_fa,1.0
FW_TWAS_rep_1,GCA_048500275.1,X_ac_et,1.0
FW_TWAS_rep_1,GCA_048500275.1,X_ac_lac,0.0
FW_TWAS_rep_1,GCA_048500275.1,X_chain_et,1.0
FW_TWAS_rep_1,GCA_048500275.1,X_chain_lac,0.0
FW_TWAS_rep_1,GCA_048500275.1,X_VFA_deg,1.0
FW_TWAS_rep_1,GCA_048500275.1,X_Me_ac,0.0
FW_TWAS_rep_1,GCA_048500275.1,X_Me_CO2,0.0
FW_TWAS_rep_1,GCA_048500275.1,X_et,1.0
FW_TWAS_rep_1,GCA_048500275.1,X_lac,0.39166666666666666
FW_TWAS_rep_1,GCA_044223005.1,X_ch,0.8571428571428571
FW_TWAS_rep_1,GCA_044223005.1,X_pr,0.8823529411764706
FW_TWAS_rep_1,GCA_044223005.1,X_li,0.5
FW_TWAS_rep_1,GCA_044223005.1,X_su,0.48636363636363633
FW_TWAS_rep_1,GCA_044223005.1,X_aa,1.0
FW_TWAS_rep_1,GCA_044223005.1,X_fa,1.0
FW_TWAS_rep_1,GCA_044223005.1,X_ac_et,1.0
FW_TWAS_rep_1,GCA_044223005.1,X_ac_lac,0.0
FW_TWAS_rep_1,GCA_044223005.1,X_chain_et,0.0
FW_TWAS_rep_1,GCA_044223005.1,X_chain_lac,0.0
FW_TWAS_rep_1,GCA_044223005.1,X_VFA_deg,1.0
FW_TWAS_rep_1,GCA_044223005.1,X_Me_ac,0.0
FW_TWAS_rep_1,GCA_044223005.1,X_Me_CO2,0.0
FW_TWAS_rep_1,GCA_044223005.1,X_et,1.0
FW_TWAS_rep_1,GCA_044223005.1,X_lac,0.4895833333333333
FW_TWAS_rep_1,GCA_041395645.1,X_ch,0.06508928571428572
FW_TWAS_rep_1,GCA_041395645.1,X_pr,0.7647058823529411
FW_TWAS_rep_1,GCA_041395645.1,X_li,0.5833333333333334
FW_TWAS_rep_1,GCA_041395645.1,X_su,0.6363636363636364
FW_TWAS_rep_1,GCA_041395645.1,X_aa,1.0
FW_TWAS_rep_1,GCA_041395645.1,X_fa,1.0
FW_TWAS_rep_1,GCA_041395645.1,X_ac_et,0.8
FW_TWAS_rep_1,GCA_041395645.1,X_ac_lac,0.0
FW_TWAS_rep_1,GCA_041395645.1,X_chain_et,0.0
FW_TWAS_rep_1,GCA_041395645.1,X_chain_lac,0.0
FW_TWAS_rep_1,GCA_041395645.1,X_VFA_deg,1.0
FW_TWAS_rep_1,GCA_041395645.1,X_Me_ac,0.0
FW_TWAS_rep_1,GCA_041395645.1,X_Me_CO2,0.0
FW_TWAS_rep_1,GCA_041395645.1,X_et,0.6
FW_TWAS_rep_1,GCA_041395645.1,X_lac,0.39166666666666666
FW_TWAS_rep_1,GCA_039809345.1,X_ch,0.0
FW_TWAS_rep_1,GCA_039809345.1,X_pr,0.017083333333333332
FW_TWAS_rep_1,GCA_039809345.1,X_li,0.0
FW_TWAS_rep_1,GCA_039809345.1,X_su,0.01909722222222222
FW_TWAS_rep_1,GCA_039809345.1,X_aa,0.0
FW_TWAS_rep_1,GCA_039809345.1,X_fa,0.0
FW_TWAS_rep_1,GCA_039809345.1,X_ac_et,0.0
FW_TWAS_rep_1,GCA_039809345.1,X_ac_lac,0.0
FW_TWAS_rep_1,GCA_039809345.1,X_chain_et,0.0
FW_TWAS_rep_1,GCA_039809345.1,X_chain_lac,0.0
FW_TWAS_rep_1,GCA_039809345.1,X_VFA_deg,0.0
FW_TWAS_rep_1,GCA_039809345.1,X_Me_ac,0.0
FW_TWAS_rep_1,GCA_039809345.1,X_Me_CO2,0.0
FW_TWAS_rep_1,GCA_039809345.1,X_et,0.0
FW_TWAS_rep_1,GCA_039809345.1,X_lac,0.0
FW_TWAS_rep_1,GCA_023261595.1,X_ch,0.0656640625
FW_TWAS_rep_1,GCA_023261595.1,X_pr,0.19295343137254903
FW_TWAS_rep_1,GCA_023261595.1,X_li,0.0
FW_TWAS_rep_1,GCA_023261595.1,X_su,0.05838383838383838
FW_TWAS_rep_1,GCA_023261595.1,X_aa,0.08877777777777779
FW_TWAS_rep_1,GCA_023261595.1,X_fa,0.0
FW_TWAS_rep_1,GCA_023261595.1,X_ac_et,0.0
FW_TWAS_rep_1,GCA_023261595.1,X_ac_lac,0.0
FW_TWAS_rep_1,GCA_023261595.1,X_chain_et,0.0
FW_TWAS_rep_1,GCA_023261595.1,X_chain_lac,0.0
FW_TWAS_rep_1,GCA_023261595.1,X_VFA_deg,0.01591517857142857
FW_TWAS_rep_1,GCA_023261595.1,X_Me_ac,0.0
FW_TWAS_rep_1,GCA_023261595.1,X_Me_CO2,0.0
FW_TWAS_rep_1,GCA_023261595.1,X_et,0.0
FW_TWAS_rep_1,GCA_023261595.1,X_lac,0.0
FW_TWAS_rep_1,GCA_044222735.1,X_ch,0.26302734375000003
FW_TWAS_rep_1,GCA_044222735.1,X_pr,0.9411764705882353
FW_TWAS_rep_1,GCA_044222735.1,X_li,0.75
FW_TWAS_rep_1,GCA_044222735.1,X_su,0.7692307692307693
FW_TWAS_rep_1,GCA_044222735.1,X_aa,0.5483333333333333
FW_TWAS_rep_1,GCA_044222735.1,X_fa,0.9
FW_TWAS_rep_1,GCA_044222735.1,X_ac_et,0.0
FW_TWAS_rep_1,GCA_044222735.1,X_ac_lac,0.0
FW_TWAS_rep_1,GCA_044222735.1,X_chain_et,0.0
FW_TWAS_rep_1,GCA_044222735.1,X_chain_lac,0.0
FW_TWAS_rep_1,GCA_044222735.1,X_VFA_deg,0.6979166666666667
FW_TWAS_rep_1,GCA_044222735.1,X_Me_ac,0.0
FW_TWAS_rep_1,GCA_044222735.1,X_Me_CO2,0.0
FW_TWAS_rep_1,GCA_044222735.1,X_et,0.31333333333333335
FW_TWAS_rep_1,GCA_044222735.1,X_lac,0.0
FW_TWAS_rep_1,GCA_965231145.1,X_ch,0.0
FW_TWAS_rep_1,GCA_965231145.1,X_pr,0.07920454545454544
FW_TWAS_rep_1,GCA_965231145.1,X_li,0.0
FW_TWAS_rep_1,GCA_965231145.1,X_su,0.01909722222222222
FW_TWAS_rep_1,GCA_965231145.1,X_aa,0.0
FW_TWAS_rep_1,GCA_965231145.1,X_fa,0.0
FW_TWAS_rep_1,GCA_965231145.1,X_ac_et,0.0
FW_TWAS_rep_1,GCA_965231145.1,X_ac_lac,0.0
FW_TWAS_rep_1,GCA_965231145.1,X_chain_et,0.0
FW_TWAS_rep_1,GCA_965231145.1,X_chain_lac,0.0
FW_TWAS_rep_1,GCA_965231145.1,X_VFA_deg,0.0
FW_TWAS_rep_1,GCA_965231145.1,X_Me_ac,0.0
FW_TWAS_rep_1,GCA_965231145.1,X_Me_CO2,0.0
FW_TWAS_rep_1,GCA_965231145.1,X_et,0.0
FW_TWAS_rep_1,GCA_965231145.1,X_lac,0.0
FW_TWAS_rep_1,GCA_964527785.1,X_ch,0.06508928571428572
FW_TWAS_rep_1,GCA_964527785.1,X_pr,0.6470588235294118
FW_TWAS_rep_1,GCA_964527785.1,X_li,0.75
FW_TWAS_rep_1,GCA_964527785.1,X_su,0.48636363636363633
FW_TWAS_rep_1,GCA_964527785.1,X_aa,0.9
FW_TWAS_rep_1,GCA_964527785.1,X_fa,1.0
FW_TWAS_rep_1,GCA_964527785.1,X_ac_et,0.8666666666666667
FW_TWAS_rep_1,GCA_964527785.1,X_ac_lac,0.0
FW_TWAS_rep_1,GCA_964527785.1,X_chain_et,0.0
FW_TWAS_rep_1,GCA_964527785.1,X_chain_lac,0.0
FW_TWAS_rep_1,GCA_964527785.1,X_VFA_deg,0.853125
FW_TWAS_rep_1,GCA_964527785.1,X_Me_ac,0.0
FW_TWAS_rep_1,GCA_964527785.1,X_Me_CO2,0.0
FW_TWAS_rep_1,GCA_964527785.1,X_et,0.7
FW_TWAS_rep_1,GCA_964527785.1,X_lac,0.08027777777777777
