sample,genome_id,gene_id,marker_id,bits,evalue,fident
FW_TWAS_AS_rep_1,GCA_050287485.1,JBNKBZ010000182.1,pepA,376,4.361e-116,0.473
FW_TWAS_AS_rep_1,GCA_050287485.1,JBNKBZ010000346.1,acs,535,8.821e-169,0.435
FW_TWAS_AS_rep_1,GCA_050287485.1,JBNKBZ010000147.1,mmcG,179,3.904e-54,0.659
FW_TWAS_AS_rep_1,GCA_050287485.1,JBNKBZ010000055.1,fadD,243,6.604e-70,0.33
FW_TWAS_AS_rep_1,GCA_050287485.1,JBNKBZ010000290.1,frhG,70,7.389e-15,0.282
FW_TWAS_AS_rep_1,GCA_050287485.1,JBNKBZ010000055.1,thl,278,7.395e-84,0.452
FW_TWAS_AS_rep_1,GCA_050287485.1,JBNKBZ010000168.1,fdhA,258,2.267e-73,0.316
FW_TWAS_AS_rep_1,GCA_050287485.1,JBNKBZ010000063.1,pfor,834,5.01e-271,0.601
FW_TWAS_AS_rep_1,GCA_050287485.1,JBNKBZ010000134.1,crt,63,1.191e-12,0.3
FW_TWAS_AS_rep_1,GCA_050287485.1,JBNKBZ010000079.1,acs,94,1.095e-21,0.232
FW_TWAS_AS_rep_1,GCA_050287485.1,JBNKBZ010000361.1,mvhG,40,3.317e-6,0.515
FW_TWAS_AS_rep_1,GCA_050287485.1,JBNKBZ010000134.1,fadB,71,2.871e-15,0.289
FW_TWAS_AS_rep_1,GCA_050287485.1,JBNKBZ010000333.1,dppA,164,3.625e-44,0.277
FW_TWAS_AS_rep_1,GCA_050287485.1,JBNKBZ010000253.1,mvhA,161,1.722e-44,0.293
FW_TWAS_AS_rep_1,GCA_050287485.1,JBNKBZ010000098.1,endopeptidase,180,1.328e-51,0.381
FW_TWAS_AS_rep_1,GCA_050287485.1,JBNKBZ010000313.1,frhG,49,6.119e-8,0.369
FW_TWAS_AS_rep_1,GCA_050287485.1,JBNKBZ010000142.1,pfkA,63,1.478e-12,0.276
FW_TWAS_AS_rep_1,GCA_050287485.1,JBNKBZ010000200.1,endopeptidase,279,2.321e-83,0.45
FW_TWAS_AS_rep_1,GCA_050287485.1,JBNKBZ010000055.1,eda,129,4.656e-36,0.395
FW_TWAS_AS_rep_1,GCA_050287485.1,JBNKBZ010000112.1,ilvE,91,2.933e-22,0.297
FW_TWAS_AS_rep_1,GCA_050287485.1,JBNKBZ010000318.1,etfA,79,3.343e-17,0.333
FW_TWAS_AS_rep_1,GCA_050287485.1,JBNKBZ010000080.1,bcd,119,1.133e-29,0.288
FW_TWAS_AS_rep_1,GCA_050287485.1,JBNKBZ010000080.1,fadE,143,3.092e-37,0.338
FW_TWAS_AS_rep_1,GCA_050287485.1,JBNKBZ010000090.1,fumB,269,3.759e-79,0.368
FW_TWAS_AS_rep_1,GCA_050287485.1,JBNKBZ010000054.1,frhA,56,3.464e-10,0.238
FW_TWAS_AS_rep_1,GCA_050287485.1,JBNKBZ010000135.1,fadA,229,6.804e-68,0.411
FW_TWAS_AS_rep_1,GCA_050287485.1,JBNKBZ010000404.1,frhG,42,9.468e-7,0.29
FW_TWAS_AS_rep_1,GCA_050287485.1,JBNKBZ010000244.1,fumB,273,7.383e-81,0.374
FW_TWAS_AS_rep_1,GCA_050287485.1,JBNKBZ010000307.1,pfor,636,5.403e-205,0.573
FW_TWAS_AS_rep_1,GCA_050287485.1,JBNKBZ010000306.1,tdcB,68,2.575e-14,0.269
FW_TWAS_AS_rep_1,GCA_050287485.1,JBNKBZ010000354.1,sucD,380,3.446e-120,0.651
FW_TWAS_AS_rep_1,GCA_050287485.1,JBNKBZ010000169.1,edd,200,3.079e-56,0.321
FW_TWAS_AS_rep_1,GCA_050287485.1,JBNKBZ010000056.1,frhB,41,1.441e-6,0.465
FW_TWAS_AS_rep_1,GCA_050287485.1,JBNKBZ010000055.1,acs,159,1.98e-42,0.266
FW_TWAS_AS_rep_1,GCA_050287485.1,JBNKBZ010000047.1,ackA,385,1.88e-120,0.528
FW_TWAS_AS_rep_1,GCA_050287485.1,JBNKBZ010000135.1,bcd,114,1.386e-27,0.294
FW_TWAS_AS_rep_1,GCA_050287485.1,JBNKBZ010000355.1,crt,109,3.909e-28,0.298
FW_TWAS_AS_rep_1,GCA_050287485.1,JBNKBZ010000029.1,lctB,59,2.52e-11,0.25
FW_TWAS_AS_rep_1,GCA_050287485.1,JBNKBZ010000301.1,fdhA,51,2.111e-8,0.462
FW_TWAS_AS_rep_1,GCA_050287485.1,JBNKBZ010000290.1,mvhA,63,2.171e-15,0.367
FW_TWAS_AS_rep_1,GCA_050287485.1,JBNKBZ010000318.1,fadD,332,1.106e-99,0.381
FW_TWAS_AS_rep_1,GCA_050287485.1,JBNKBZ010000026.1,folD,345,3.371e-109,0.626
FW_TWAS_AS_rep_1,GCA_050287485.1,JBNKBZ010000055.1,fadA,362,6.929e-113,0.501
FW_TWAS_AS_rep_1,GCA_050287485.1,JBNKBZ010000054.1,frhG,45,5.699e-8,0.318
FW_TWAS_AS_rep_1,GCA_050287485.1,JBNKBZ010000301.1,hydA,66,4.523e-13,0.336
FW_TWAS_AS_rep_1,GCA_050287485.1,JBNKBZ010000245.1,fdhA,259,1.247e-73,0.319
FW_TWAS_AS_rep_1,GCA_050287485.1,JBNKBZ010000213.1,acs,79,1.388e-17,0.24
FW_TWAS_AS_rep_1,GCA_050287485.1,JBNKBZ010000361.1,frhG,41,9.965e-7,0.255
FW_TWAS_AS_rep_1,GCA_050287485.1,JBNKBZ010000182.1,pgi,42,4.951e-7,0.367
FW_TWAS_AS_rep_1,GCA_050287485.1,JBNKBZ010000213.1,tdcB,77,5.16e-17,0.286
FW_TWAS_AS_rep_1,GCA_050287485.1,JBNKBZ010000056.1,hydA,45,7.35e-8,0.338
FW_TWAS_AS_rep_1,GCA_050287485.1,JBNKBZ010000063.1,mvhG,98,8.553e-26,0.365
FW_TWAS_AS_rep_1,GCA_050287485.1,JBNKBZ010000211.1,tdcB,323,8.836e-98,0.439
FW_TWAS_AS_rep_1,GCA_050287485.1,JBNKBZ010000378.1,fadD,157,1.589e-40,0.275
FW_TWAS_AS_rep_1,GCA_050287485.1,JBNKBZ010000244.1,pyk,397,1.058e-122,0.471
FW_TWAS_AS_rep_1,GCA_050287485.1,JBNKBZ010000047.1,pta,203,1.722e-55,0.407
FW_TWAS_AS_rep_1,GCA_050287485.1,JBNKBZ010000085.1,dppA,102,4.892e-24,0.233
FW_TWAS_AS_rep_1,GCA_050287485.1,JBNKBZ010000055.1,etfA,91,1.036e-20,0.358
FW_TWAS_AS_rep_1,GCA_050287485.1,JBNKBZ010000086.1,hydA,43,1.791e-6,0.359
FW_TWAS_AS_rep_1,GCA_050287485.1,JBNKBZ010000135.1,thl,204,2.856e-59,0.393
FW_TWAS_AS_rep_1,GCA_050287485.1,JBNKBZ010000346.1,mmcF,137,9.817e-35,0.51
FW_TWAS_AS_rep_1,GCA_050287485.1,JBNKBZ010000226.1,crt,49,9.811e-9,0.395
FW_TWAS_AS_rep_1,GCA_050287485.1,JBNKBZ010000143.1,pepN,87,2.088e-19,0.235
FW_TWAS_AS_rep_1,GCA_050287485.1,JBNKBZ010000135.1,fadE,103,3.258e-24,0.281
FW_TWAS_AS_rep_1,GCA_050287485.1,JBNKBZ010000346.1,fadD,124,4.64e-31,0.278
FW_TWAS_AS_rep_1,GCA_050287485.1,JBNKBZ010000346.1,mmcE,570,4.753e-179,0.526
FW_TWAS_AS_rep_1,GCA_050287485.1,JBNKBZ010000371.1,rnfB,41,9.813e-8,0.344
FW_TWAS_AS_rep_1,GCA_050287485.1,JBNKBZ010000048.1,pepQ,65,8.029e-14,0.291
FW_TWAS_AS_rep_1,GCA_050287485.1,JBNKBZ010000034.1,etfA,202,6.743e-63,0.83
FW_TWAS_AS_rep_1,GCA_050287485.1,JBNKBZ010000112.1,mdh,171,1.915e-48,0.401
FW_TWAS_AS_rep_1,GCA_050287485.1,JBNKBZ010000213.1,fadD,141,3.71e-37,0.302
FW_TWAS_AS_rep_1,GCA_050287485.1,JBNKBZ010000055.1,crt,112,4.116e-27,0.333
FW_TWAS_AS_rep_1,GCA_050287485.1,JBNKBZ010000080.1,etfB,301,1.655e-94,0.658
FW_TWAS_AS_rep_1,GCA_050287485.1,JBNKBZ010000120.1,fadD,126,1.262e-31,0.26
FW_TWAS_AS_rep_1,GCA_050287485.1,JBNKBZ010000318.1,fadB,355,9.814e-106,0.339
FW_TWAS_AS_rep_1,GCA_050287485.1,JBNKBZ010000318.1,fadA,80,4.411e-21,0.457
FW_TWAS_AS_rep_1,GCA_050287485.1,JBNKBZ010000378.1,acs,85,1.02e-18,0.247
FW_TWAS_AS_rep_1,GCA_050287485.1,JBNKBZ010000333.1,oppA,156,1.369e-41,0.275
FW_TWAS_AS_rep_1,GCA_050287485.1,JBNKBZ010000108.1,pfkA,203,3.991e-59,0.367
FW_TWAS_AS_rep_1,GCA_050287485.1,JBNKBZ010000416.1,lctD,40,3.141e-8,0.545
FW_TWAS_AS_rep_1,GCA_050287485.1,JBNKBZ010000085.1,dppB,147,4.788e-40,0.305
FW_TWAS_AS_rep_1,GCA_050287485.1,JBNKBZ010000015.1,fdhA,119,2.397e-29,0.264
FW_TWAS_AS_rep_1,GCA_050287485.1,JBNKBZ010000333.1,oppB,233,4.487e-70,0.46
FW_TWAS_AS_rep_1,GCA_050287485.1,JBNKBZ010000035.1,gapA,333,3.696e-104,0.5
FW_TWAS_AS_rep_1,GCA_050287485.1,JBNKBZ010000321.1,cazy_GH13,111,8.283e-27,0.303
FW_TWAS_AS_rep_1,GCA_050287485.1,JBNKBZ010000103.1,gdh,51,6.464e-9,0.436
FW_TWAS_AS_rep_1,GCA_050287485.1,JBNKBZ010000015.1,frhB,43,2.249e-7,0.298
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000002.1,adh,43,7.535e-7,0.291
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000011.1,frhB,47,2.257e-7,0.416
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000039.1,lctC,43,5.055e-7,0.472
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000160.1,pepN,115,3.095e-28,0.255
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000089.1,agl,98,2.045e-23,0.294
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000172.1,fadA,184,5.391e-54,0.447
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000078.1,etfA,91,2.017e-22,0.315
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000088.1,pepO,600,3.202e-190,0.449
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000007.1,pfkA,261,2.424e-79,0.454
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000061.1,cazy_GH43,59,3.43e-11,0.261
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000011.1,cazy_GH13,86,1.118e-19,0.281
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000145.1,susC,207,1.825e-58,0.327
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000048.1,susC,437,5.194e-135,0.408
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000005.1,pepN,216,6.69e-59,0.317
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000088.1,sucC,365,3.799e-114,0.488
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000122.1,susC,62,6.653e-13,0.341
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000108.1,acs,761,5.175e-246,0.591
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000078.1,crt,163,7.055e-47,0.395
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000054.1,mvhA,446,1.516e-140,0.461
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000004.1,susC,716,7.128e-225,0.436
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000065.1,fdhA,98,1.37e-25,0.36
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000033.1,sucD,326,2.015e-102,0.566
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000061.1,bcd,233,5.008e-68,0.357
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000054.1,hydA,85,2.534e-19,0.248
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000009.1,acs,49,6.202e-8,0.24
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000053.1,pyk,334,2.866e-104,0.504
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000078.1,endopeptidase,41,8.981e-6,0.25
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000024.1,extracellular_protease,73,1.821e-15,0.367
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000007.1,extracellular_protease,146,5.217e-38,0.317
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000068.1,frhA,95,7.894e-23,0.255
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000015.1,susC,302,1.408e-86,0.285
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000051.1,hbd,171,3.201e-51,0.537
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000092.1,dppA,67,1.811e-13,0.227
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000016.1,ilvE,277,2.202e-84,0.438
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000045.1,gdh,614,2.23e-199,0.68
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000121.1,fadE,260,3.511e-78,0.41
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000006.1,cazy_GH13,85,1.267e-18,0.294
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000074.1,fadE,269,5.054e-81,0.422
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000124.1,etfA,141,1.699e-39,0.4
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000102.1,fwdA,49,4.315e-9,0.421
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000025.1,fadA,353,3.931e-110,0.524
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000012.1,fadB,64,3.665e-15,0.393
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000081.1,susC,46,2.66e-7,0.25
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000025.1,thl,296,2.011e-90,0.459
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000004.1,pepD,66,4.721e-14,0.262
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000022.1,folD,325,5.057e-102,0.58
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000034.1,susD,167,1.916e-45,0.314
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000090.1,susC,106,3.038e-25,0.339
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000014.1,susC,58,1.328e-10,0.32
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000058.1,mmcF,77,4.358e-16,0.313
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000012.1,hbd,130,4.381e-38,0.603
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000103.1,pepN,99,3.431e-23,0.24
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000154.1,fadA,253,1.646e-75,0.389
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000002.1,fadB,172,1.818e-49,0.361
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000154.1,thl,426,5.334e-135,0.582
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000009.1,fadD,316,6.246e-94,0.356
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000019.1,endopeptidase,44,1.175e-6,0.319
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000003.1,susC,104,1.775e-24,0.355
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000145.1,susD,69,2.511e-14,0.268
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000027.1,extracellular_protease,48,3.034e-8,0.329
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000068.1,hydA,49,1.91e-9,0.366
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000058.1,mmcE,300,1.915e-84,0.372
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000005.1,hbd,69,4.379e-15,0.368
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000034.1,adhE,57,1.038e-10,0.243
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000004.1,susD,118,1.718e-29,0.313
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000051.1,fadB,128,2.62e-36,0.429
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000005.1,pepO,560,2.694e-176,0.455
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000016.1,etfB,147,1.452e-41,0.39
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000164.1,oppB,158,5.993e-43,0.298
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000092.1,oppA,119,1.752e-29,0.252
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000004.1,agl,167,4.637e-45,0.31
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000095.1,susC,61,2.777e-11,0.219
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000002.1,mvhG,50,1.343e-9,0.321
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000016.1,lysophospholipase,42,2.571e-6,0.22
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000162.1,fwdA,46,3.989e-7,0.4
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000076.1,pepN,50,3.228e-8,0.252
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000059.1,crt,209,6.649e-63,0.48
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000151.1,pepQ,145,1.125e-38,0.299
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000085.1,lctC,374,8.396e-118,0.5
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000094.1,susC,327,2.14e-93,0.278
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000026.1,extracellular_protease,123,6.092e-31,0.441
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000107.1,cazy_GH13,60,2.511e-11,0.25
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000037.1,pfkA,49,1.368e-8,0.254
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000070.1,endopeptidase,44,2.168e-6,0.337
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000051.1,pepN,125,5.981e-31,0.266
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000074.1,bcd,367,7.614e-115,0.515
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000110.1,mmcE,684,1.331e-221,0.649
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000059.1,etfA,163,7.31e-47,0.453
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000011.1,pfor,1420,0.0,0.606
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000014.1,pgi,131,9.79e-38,0.531
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000007.1,pepT,233,1.402e-68,0.389
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000036.1,gdh,135,1.276e-35,0.329
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000149.1,agl,74,1.263e-15,0.255
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000054.1,fdhA,51,6.671e-9,0.298
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000011.1,rnfB,45,9.029e-7,0.403
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000061.1,fadE,205,1.549e-58,0.359
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000048.1,susD,254,1.719e-74,0.402
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000047.1,lctB,243,1.232e-74,0.463
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000059.1,mmcF,171,1.103e-51,0.621
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000048.1,glcP,183,7.438e-51,0.324
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000039.1,lctD,72,1.242e-16,0.38
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000054.1,frhA,142,1.845e-37,0.276
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000008.1,gdh,495,1.828e-157,0.545
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000002.1,hbd,250,3.385e-76,0.475
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000102.1,rnfB,43,1.964e-6,0.38
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000033.1,adh,79,1.517e-18,0.293
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000108.1,fadD,124,4.199e-31,0.269
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000164.1,dppB,126,4.873e-36,0.459
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000011.1,agl,56,1.786e-10,0.262
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000011.1,hydA,41,3.837e-7,0.297
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000096.1,pepO,627,1.923e-199,0.482
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000065.1,pyk,50,8.059e-11,0.457
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000004.1,cazy_GH13,204,1.999e-57,0.395
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000025.1,fadB,137,9.729e-35,0.319
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000025.1,fadE,228,7.864e-65,0.39
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000079.1,mvhG,42,1.374e-6,0.454
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000079.1,frhG,46,2.996e-8,0.384
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000089.1,cazy_GH13,107,2.735e-26,0.297
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000054.1,mvhG,127,5.289e-33,0.385
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000164.1,dppC,137,3.667e-36,0.308
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000019.1,mdh,273,5.231e-84,0.464
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000038.1,fhs,572,9.284e-183,0.53
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000002.1,hydA,43,2.075e-7,0.296
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000118.1,crt,139,1.207e-38,0.338
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000025.1,bcd,255,8.387e-74,0.386
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000018.1,gdh,44,1.136e-6,0.328
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000124.1,crt,281,1.157e-87,0.586
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000007.1,pepN,123,1.065e-30,0.282
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000172.1,thl,192,1.424e-56,0.441
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000059.1,fadB,137,6.207e-38,0.381
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000016.1,adh,53,8.212e-10,0.269
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000025.1,hbd,138,7.361e-35,0.258
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000149.1,cazy_GH13,121,4.91e-30,0.273
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000002.1,susD,176,5.998e-49,0.364
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000002.1,susC,571,2.147e-176,0.386
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000168.1,pepN,140,4.918e-36,0.29
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000002.1,mmcG,100,4.019e-27,0.428
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000040.1,lysophospholipase,45,4.592e-7,0.241
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000016.1,etfA,158,3.059e-47,0.609
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000119.1,cat,257,4.514e-80,0.59
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000079.1,frhB,42,1.071e-6,0.306
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000171.1,tdcB,167,3.116e-49,0.497
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000088.1,sucD,99,6.054e-24,0.426
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000124.1,fadB,126,3.048e-34,0.4
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000043.1,pepA,311,6.963e-96,0.464
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000034.1,dtpT,307,1.239e-91,0.367
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000027.1,susC,57,2.656e-10,0.24
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000002.1,rnfB,42,3.802e-7,0.372
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000034.1,susC,641,8.192e-199,0.386
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000010.1,pepD,50,6.56e-9,0.272
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000121.1,bcd,370,4.53e-116,0.504
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000058.1,pta,173,1.066e-47,0.349
FW_TWAS_AS_rep_1,GCA_044227805.1,JBGAWA010000054.1,frhG,87,6.065e-20,0.356
FW_TWAS_AS_rep_1,GCA_031972215.1,DALYFD010000007.1,tdcB,128,1.662e-33,0.356
FW_TWAS_AS_rep_1,GCA_031972215.1,DALYFD010000004.1,crt,41,5.438e-6,0.32
FW_TWAS_AS_rep_1,GCA_031972215.1,DALYFD010000010.1,oppA,119,1.733e-29,0.265
FW_TWAS_AS_rep_1,GCA_031972215.1,DALYFD010000002.1,pyk,346,2.744e-106,0.434
FW_TWAS_AS_rep_1,GCA_031972215.1,DALYFD010000002.1,folD,177,1.42e-51,0.375
FW_TWAS_AS_rep_1,GCA_031972215.1,DALYFD010000001.1,ackA,163,4.587e-45,0.333
FW_TWAS_AS_rep_1,GCA_031972215.1,DALYFD010000001.1,bgl,174,1.088e-48,0.29
FW_TWAS_AS_rep_1,GCA_031972215.1,DALYFD010000010.1,pepQ,84,2.596e-19,0.254
FW_TWAS_AS_rep_1,GCA_031972215.1,DALYFD010000010.1,dppA,78,5.691e-17,0.238
FW_TWAS_AS_rep_1,GCA_031972215.1,DALYFD010000001.1,acylglycerol_lipase,49,8.968e-9,0.278
FW_TWAS_AS_rep_1,GCA_031972215.1,DALYFD010000003.1,gapA,307,8.938e-95,0.468
