sample,genome_id,genome_abundance,cod_group,score,credible,configured,panel_id,confidence,matched_markers,missing_requirements,markers_detected,markers_in_panel,weighted_completeness,requirement_coverage,marker_coverage
FW_AS_rep_1,GCA_035374025.1,0.014430203156334467,X_pr,0.1922727272727273,false,true,proteolysis_and_peptide_import,partial,extracellular_protease;pepN,one_of(oppA|oppB|dtpT),2,7,0.36363636363636365,0.6666666666666666,0.5
FW_AS_rep_1,GCA_035374025.1,0.014430203156334467,X_li,0.0,false,true,lipolysis,none,"",one_of(lipase|lysophospholipase|acylglycerol_lipase|phospholipase);one_of(fadD|esterase),0,6,0.0,0.0,0.0
FW_AS_rep_1,GCA_035374025.1,0.014430203156334467,X_su,0.31748737373737373,false,true,hexose_fermentation,partial,adhE;gapA;pfkA;pfor;pgi,pyk;one_of(ptsG|glcP),5,9,0.45454545454545453,0.6666666666666666,0.8333333333333334
FW_AS_rep_1,GCA_035374025.1,0.014430203156334467,X_aa,0.18408333333333332,false,true,general_amino_acid_catabolism,partial,gdh;pfor,one_of(oppA|dppA|dtpT),2,7,0.3,0.6666666666666666,0.6666666666666666
FW_AS_rep_1,GCA_035374025.1,0.014430203156334467,X_fa,0.38628,false,true,lcfa_beta_oxidation,partial,etfA;etfB;fadA;fadE,fadD;fadB,4,6,0.6,0.6,0.8
FW_AS_rep_1,GCA_035374025.1,0.014430203156334467,X_ac_et,0.0,false,true,ethanol_acetate_chain_initiation,none,ackA;adhE;bcd;etfA;etfB;pta;thl,"",7,12,0.6666666666666666,1.0,0.875
FW_AS_rep_1,GCA_035374025.1,0.014430203156334467,X_ac_lac,0.0,false,true,lactate_acetate_chain_initiation,none,ackA;bcd;etfA;etfB;pfor;pta;thl,lctD;one_of(lctB|lctC),7,13,0.5625,0.75,0.7777777777777778
FW_AS_rep_1,GCA_035374025.1,0.014430203156334467,X_chain_et,0.0,false,true,ethanol_reverse_beta_oxidation,none,adhE;bcd;cat;etfA;etfB;thl,one_of(hbd);one_of(crt),6,10,0.6923076923076923,0.7777777777777778,0.75
FW_AS_rep_1,GCA_035374025.1,0.014430203156334467,X_chain_lac,0.0,false,true,lactate_reverse_beta_oxidation,none,bcd;cat;etfA;etfB;pfor;thl,lctD;one_of(hbd);one_of(crt);one_of(lctB|lctC),6,11,0.5714285714285714,0.6,0.6666666666666666
FW_AS_rep_1,GCA_035374025.1,0.014430203156334467,X_VFA_deg,0.7178571428571429,false,true,syntrophic_propionate_mmc,partial,fdhA;fumB;hydA;mmcE;mmcF;mmcG;pfor;sucD,sucC;one_of(mdh),8,10,0.8571428571428571,0.75,1.0
FW_AS_rep_1,GCA_035374025.1,0.014430203156334467,X_Me_ac,0.0,false,true,acetoclastic_ack_pta,none,ackA;pta,mcrA;one_of(cdhC|cdhD|cdhE),2,8,0.2222222222222222,0.5,0.4
FW_AS_rep_1,GCA_035374025.1,0.014430203156334467,X_Me_CO2,0.0,false,true,hydrogenotrophic_core,none,fwdA,mcrA;one_of(ftr);one_of(mch);one_of(mtd|mer),1,8,0.1111111111111111,0.2,0.16666666666666666
FW_AS_rep_1,GCA_035374025.1,0.014430203156334467,X_et,0.5,true,true,ethanol_to_acetyl_coa,low,ackA;adhE;pta,"",3,6,0.5,1.0,1.0
FW_AS_rep_1,GCA_035374025.1,0.014430203156334467,X_lac,0.23010416666666667,false,true,lactate_to_pyruvate,partial,pfor;rnfB,lctD,2,5,0.375,0.6666666666666666,0.6666666666666666
FW_AS_rep_1,GCA_035358495.1,0.011552881681053274,X_ch,0.0,false,true,xylan_utilization,none,"",xylA;xylB;one_of(cazy_GH10|cazy_GH11);one_of(cazy_GH43|cazy_CBM6),0,6,0.0,0.0,0.0
FW_AS_rep_1,GCA_035358495.1,0.011552881681053274,X_pr,0.6363636363636364,true,true,proteolysis_and_peptide_import,low,extracellular_protease;oppA;oppB;pepN,"",4,7,0.6363636363636364,1.0,1.0
FW_AS_rep_1,GCA_035358495.1,0.011552881681053274,X_li,0.0,false,true,lipolysis,none,"",one_of(lipase|lysophospholipase|acylglycerol_lipase|phospholipase);one_of(fadD|esterase),0,6,0.0,0.0,0.0
FW_AS_rep_1,GCA_035358495.1,0.011552881681053274,X_su,0.31748737373737373,false,true,hexose_fermentation,partial,adhE;gapA;pfkA;pfor;pgi,pyk;one_of(ptsG|glcP),5,9,0.45454545454545453,0.6666666666666666,0.8333333333333334
FW_AS_rep_1,GCA_035358495.1,0.011552881681053274,X_aa,0.7,true,true,general_amino_acid_catabolism,medium,dppA;gdh;oppA;pfor;tdcB,"",5,7,0.7,1.0,1.0
FW_AS_rep_1,GCA_035358495.1,0.011552881681053274,X_fa,0.6960000000000001,false,true,lcfa_beta_oxidation,partial,etfA;etfB;fadA;fadB;fadE,fadD,5,6,0.8,0.8,1.0
FW_AS_rep_1,GCA_035358495.1,0.011552881681053274,X_ac_et,0.8666666666666667,true,true,ethanol_acetate_chain_initiation,medium,ackA;adh;adhE;bcd;crt;etfA;etfB;hbd;pta;thl,"",10,12,0.8666666666666667,1.0,1.0
FW_AS_rep_1,GCA_035358495.1,0.011552881681053274,X_ac_lac,0.0,false,true,lactate_acetate_chain_initiation,none,ackA;bcd;crt;etfA;etfB;hbd;lctB;pfor;pta;thl,lctD,10,13,0.75,0.875,1.0
FW_AS_rep_1,GCA_035358495.1,0.011552881681053274,X_chain_et,0.0,false,true,ethanol_reverse_beta_oxidation,none,adh;adhE;bcd;crt;etfA;etfB;hbd;thl,cat,8,10,0.7692307692307693,0.8888888888888888,1.0
FW_AS_rep_1,GCA_035358495.1,0.011552881681053274,X_chain_lac,0.0,false,true,lactate_reverse_beta_oxidation,none,bcd;crt;etfA;etfB;hbd;lctB;pfor;thl,cat;lctD,8,11,0.6428571428571429,0.8,0.8888888888888888
FW_AS_rep_1,GCA_035358495.1,0.011552881681053274,X_VFA_deg,1.0,true,true,syntrophic_butyrate_oxidation,high,bcd;crt;etfA;etfB;fdhA;hbd;hydA;rnfB;thl,"",9,9,1.0,1.0,1.0
FW_AS_rep_1,GCA_035358495.1,0.011552881681053274,X_Me_ac,0.0,false,true,acetoclastic_ack_pta,none,ackA;pta,mcrA;one_of(cdhC|cdhD|cdhE),2,8,0.2222222222222222,0.5,0.4
FW_AS_rep_1,GCA_035358495.1,0.011552881681053274,X_Me_CO2,0.0,false,true,hydrogenotrophic_core,none,"",mcrA;one_of(fwdA);one_of(ftr);one_of(mch);one_of(mtd|mer),0,8,0.0,0.0,0.0
FW_AS_rep_1,GCA_035358495.1,0.011552881681053274,X_et,0.7,true,true,ethanol_to_acetyl_coa,medium,ackA;adh;adhE;pta,"",4,6,0.7,1.0,1.0
FW_AS_rep_1,GCA_035358495.1,0.011552881681053274,X_lac,0.39166666666666666,false,true,lactate_to_pyruvate,partial,lctB;pfor;rnfB,lctD,3,5,0.5,0.6666666666666666,1.0
FW_AS_rep_1,GCA_004138365.1,0.011552881681053274,X_ch,1.0,true,true,pectin_utilization,high,cazy_CE8;cazy_GH43;cazy_PL1;susC;susD,"",5,5,1.0,1.0,1.0
FW_AS_rep_1,GCA_004138365.1,0.011552881681053274,X_pr,0.6363636363636364,true,true,proteolysis_and_peptide_import,low,dtpT;endopeptidase;extracellular_protease;pepO,"",4,7,0.6363636363636364,1.0,1.0
FW_AS_rep_1,GCA_004138365.1,0.011552881681053274,X_li,0.75,true,true,lipolysis,medium,acylglycerol_lipase;esterase;fadD;lysophospholipase;phospholipase,"",5,6,0.75,1.0,1.0
FW_AS_rep_1,GCA_004138365.1,0.011552881681053274,X_su,0.7692307692307693,true,true,entner_doudoroff,medium,eda;edd;gapA;glcP;pfor;pyk,"",6,9,0.7692307692307693,1.0,1.0
FW_AS_rep_1,GCA_004138365.1,0.011552881681053274,X_aa,0.8,true,true,general_amino_acid_catabolism,medium,dtpT;gdh;ilvE;pfor;tdcB,"",5,7,0.8,1.0,1.0
FW_AS_rep_1,GCA_004138365.1,0.011552881681053274,X_fa,0.6960000000000001,false,true,lcfa_beta_oxidation,partial,etfA;etfB;fadB;fadD;fadE,fadA,5,6,0.8,0.8,1.0
FW_AS_rep_1,GCA_004138365.1,0.011552881681053274,X_ac_et,0.0,false,true,ethanol_acetate_chain_initiation,none,ackA;acs;adh;bcd;etfA;etfB;hbd;pta,thl;one_of(adhE|aldh),8,12,0.6,0.7142857142857143,1.0
FW_AS_rep_1,GCA_004138365.1,0.011552881681053274,X_ac_lac,0.0,false,true,lactate_acetate_chain_initiation,none,ackA;acs;bcd;etfA;etfB;hbd;pfor;pta,thl;lctD;one_of(lctB|lctC),8,13,0.5625,0.625,0.8888888888888888
FW_AS_rep_1,GCA_004138365.1,0.011552881681053274,X_chain_et,0.0,false,true,ethanol_reverse_beta_oxidation,none,adh;bcd;etfA;etfB;hbd,cat;one_of(thl);one_of(crt);one_of(adhE|aldh),5,10,0.46153846153846156,0.5555555555555556,0.625
FW_AS_rep_1,GCA_004138365.1,0.011552881681053274,X_chain_lac,0.0,false,true,lactate_reverse_beta_oxidation,none,bcd;etfA;etfB;hbd;pfor,cat;lctD;one_of(thl);one_of(crt);one_of(lctB|lctC),5,11,0.42857142857142855,0.5,0.5555555555555556
FW_AS_rep_1,GCA_004138365.1,0.011552881681053274,X_VFA_deg,1.0,true,true,syntrophic_propionate_mmc,high,fdhA;fumB;hydA;mdh;mmcE;mmcF;mmcG;pfor;sucC;sucD,"",10,10,1.0,1.0,1.0
FW_AS_rep_1,GCA_004138365.1,0.011552881681053274,X_Me_ac,0.0,false,true,acetoclastic_ack_pta,none,ackA;pta,mcrA;one_of(cdhC|cdhD|cdhE),2,8,0.2222222222222222,0.5,0.4
FW_AS_rep_1,GCA_004138365.1,0.011552881681053274,X_Me_CO2,0.0,false,true,hydrogenotrophic_core,none,"",mcrA;one_of(fwdA);one_of(ftr);one_of(mch);one_of(mtd|mer),0,8,0.0,0.0,0.0
FW_AS_rep_1,GCA_004138365.1,0.011552881681053274,X_et,0.39166666666666666,false,true,ethanol_to_acetyl_coa,partial,ackA;acs;adh;pta,one_of(adhE|aldh),4,6,0.5,0.6666666666666666,1.0
FW_AS_rep_1,GCA_004138365.1,0.011552881681053274,X_lac,0.23010416666666667,false,true,lactate_to_pyruvate,partial,pfor;rnfB,lctD,2,5,0.375,0.6666666666666666,0.6666666666666666
FW_AS_rep_1,GCF_003115115.2,0.011509285901124771,X_ch,0.8571428571428571,true,true,starch_utilization,medium,agl;cazy_GH13;susC,"",3,4,0.8571428571428571,1.0,1.0
FW_AS_rep_1,GCF_003115115.2,0.011509285901124771,X_pr,0.9411764705882353,true,true,peptide_scavenging,high,dppA;dppB;dppC;dtpT;endopeptidase;oppA;oppB;pepA;pepD;pepN;pepQ;pepT,"",12,13,0.9411764705882353,1.0,1.0
FW_AS_rep_1,GCF_003115115.2,0.011509285901124771,X_li,0.75,true,true,lipolysis,medium,acylglycerol_lipase;esterase;fadD;lysophospholipase;phospholipase,"",5,6,0.75,1.0,1.0
FW_AS_rep_1,GCF_003115115.2,0.011509285901124771,X_su,0.9230769230769231,true,true,entner_doudoroff,high,adhE;eda;edd;gapA;glcP;pfor;ptsG;pyk,"",8,9,0.9230769230769231,1.0,1.0
FW_AS_rep_1,GCF_003115115.2,0.011509285901124771,X_aa,1.0,true,true,general_amino_acid_catabolism,high,dppA;dtpT;gdh;ilvE;oppA;pfor;tdcB,"",7,7,1.0,1.0,1.0
FW_AS_rep_1,GCF_003115115.2,0.011509285901124771,X_fa,0.9,true,true,lcfa_beta_oxidation,high,etfA;fadA;fadB;fadD;fadE,"",5,6,0.9,1.0,1.0
FW_AS_rep_1,GCF_003115115.2,0.011509285901124771,X_ac_et,0.0,false,true,ethanol_acetate_chain_initiation,none,ackA;acs;adh;adhE;aldh;bcd;crt;etfA;hbd;pta;thl,etfB,11,12,0.9333333333333333,0.8571428571428571,1.0
FW_AS_rep_1,GCF_003115115.2,0.011509285901124771,X_ac_lac,0.0,false,true,lactate_acetate_chain_initiation,none,ackA;acs;bcd;crt;etfA;hbd;pfor;pta;thl,etfB;lctD;one_of(lctB|lctC),9,13,0.6875,0.625,1.0
FW_AS_rep_1,GCF_003115115.2,0.011509285901124771,X_chain_et,0.0,false,true,ethanol_reverse_beta_oxidation,none,adh;adhE;aldh;bcd;cat;crt;etfA;hbd;thl,etfB,9,10,0.9230769230769231,0.8888888888888888,1.0
FW_AS_rep_1,GCF_003115115.2,0.011509285901124771,X_chain_lac,0.0,false,true,lactate_reverse_beta_oxidation,none,bcd;cat;crt;etfA;hbd;pfor;thl,etfB;lctD;one_of(lctB|lctC),7,11,0.6428571428571429,0.7,0.7777777777777778
FW_AS_rep_1,GCF_003115115.2,0.011509285901124771,X_VFA_deg,0.8421875,false,true,syntrophic_butyrate_oxidation,partial,bcd;crt;etfA;fdhA;hbd;hydA;rnfB;thl,etfB,8,9,0.9166666666666666,0.875,1.0
FW_AS_rep_1,GCF_003115115.2,0.011509285901124771,X_Me_ac,0.0,false,true,acetoclastic_ack_pta,none,ackA;pta,mcrA;one_of(cdhC|cdhD|cdhE),2,8,0.2222222222222222,0.5,0.4
FW_AS_rep_1,GCF_003115115.2,0.011509285901124771,X_Me_CO2,0.0,false,true,hydrogenotrophic_core,none,mer,mcrA;one_of(fwdA);one_of(ftr);one_of(mch),1,8,0.1111111111111111,0.2,0.16666666666666666
FW_AS_rep_1,GCF_003115115.2,0.011509285901124771,X_et,1.0,true,true,ethanol_to_acetyl_coa,high,ackA;acs;adh;adhE;aldh;pta,"",6,6,1.0,1.0,1.0
FW_AS_rep_1,GCF_003115115.2,0.011509285901124771,X_lac,0.23010416666666667,false,true,lactate_to_pyruvate,partial,pfor;rnfB,lctD,2,5,0.375,0.6666666666666666,0.6666666666666666
FW_AS_rep_1,GCA_937871025.1,0.009765454703984655,X_ch,0.7142857142857143,true,true,starch_utilization,medium,agl;cazy_GH13,"",2,4,0.7142857142857143,1.0,1.0
FW_AS_rep_1,GCA_937871025.1,0.009765454703984655,X_pr,0.5294117647058824,true,true,peptide_scavenging,low,dppA;dppB;dppC;oppA;oppB;pepQ;pepT,"",7,13,0.5294117647058824,1.0,1.0
FW_AS_rep_1,GCA_937871025.1,0.009765454703984655,X_li,0.5,true,true,lipolysis,low,acylglycerol_lipase;fadD;lysophospholipase,"",3,6,0.5,1.0,1.0
FW_AS_rep_1,GCA_937871025.1,0.009765454703984655,X_su,0.48636363636363633,false,true,hexose_fermentation,partial,adhE;gapA;pfkA;pfor;pgi;pyk,one_of(ptsG|glcP),6,9,0.5454545454545454,0.8333333333333334,1.0
FW_AS_rep_1,GCA_937871025.1,0.009765454703984655,X_aa,0.7,true,true,general_amino_acid_catabolism,medium,dppA;gdh;oppA;pfor;tdcB,"",5,7,0.7,1.0,1.0
FW_AS_rep_1,GCA_937871025.1,0.009765454703984655,X_fa,0.14884,false,true,lcfa_beta_oxidation,partial,fadA;fadD,fadE;fadB;one_of(etfA|etfB),2,6,0.4,0.4,0.4
FW_AS_rep_1,GCA_937871025.1,0.009765454703984655,X_ac_et,0.0,false,true,ethanol_acetate_chain_initiation,none,acs;adhE;aldh;crt;thl,bcd;etfA;etfB,5,12,0.4666666666666667,0.5714285714285714,0.625
FW_AS_rep_1,GCA_937871025.1,0.009765454703984655,X_ac_lac,0.0,false,true,lactate_acetate_chain_initiation,none,acs;crt;pfor;thl,bcd;etfA;etfB;lctD;one_of(lctB|lctC),4,13,0.3125,0.375,0.4444444444444444
FW_AS_rep_1,GCA_937871025.1,0.009765454703984655,X_chain_et,0.0,false,true,ethanol_reverse_beta_oxidation,none,adhE;aldh;cat;crt;thl,bcd;etfA;etfB;one_of(hbd),5,10,0.5384615384615384,0.5555555555555556,0.625
FW_AS_rep_1,GCA_937871025.1,0.009765454703984655,X_chain_lac,0.0,false,true,lactate_reverse_beta_oxidation,none,cat;crt;pfor;thl,bcd;etfA;etfB;lctD;one_of(hbd);one_of(lctB|lctC),4,11,0.35714285714285715,0.4,0.4444444444444444
FW_AS_rep_1,GCA_937871025.1,0.009765454703984655,X_VFA_deg,0.7178571428571429,false,true,syntrophic_propionate_mmc,partial,fdhA;hydA;mmcE;mmcF;mmcG;pfor;sucC;sucD,one_of(fumB);one_of(mdh),8,10,0.8571428571428571,0.75,1.0
FW_AS_rep_1,GCA_937871025.1,0.009765454703984655,X_Me_ac,0.0,false,true,acetoclastic_acs,none,acs,forbidden(mvhA);forbidden(mvhG);mcrA;one_of(cdhC|cdhD|cdhE),1,7,0.2222222222222222,0.3333333333333333,0.25
FW_AS_rep_1,GCA_937871025.1,0.009765454703984655,X_Me_CO2,0.0,false,true,hydrogenotrophic_core,none,mer,mcrA;one_of(fwdA);one_of(ftr);one_of(mch),1,8,0.1111111111111111,0.2,0.16666666666666666
FW_AS_rep_1,GCA_937871025.1,0.009765454703984655,X_et,0.6,true,true,ethanol_to_acetyl_coa,low,acs;adhE;aldh,"",3,6,0.6,1.0,1.0
FW_AS_rep_1,GCA_937871025.1,0.009765454703984655,X_lac,0.08027777777777777,false,true,lactate_to_pyruvate,partial,pfor,lctD;one_of(lctB|lctC|rnfB),1,5,0.25,0.3333333333333333,0.3333333333333333
FW_AS_rep_1,GCA_040772985.1,0.009155113784985614,X_ch,0.7142857142857143,true,true,starch_utilization,medium,agl;cazy_GH13,"",2,4,0.7142857142857143,1.0,1.0
FW_AS_rep_1,GCA_040772985.1,0.009155113784985614,X_pr,0.3578409090909091,false,true,proteolysis_and_peptide_import,partial,endopeptidase;extracellular_protease;pepN,one_of(oppA|oppB|dtpT),3,7,0.5454545454545454,0.6666666666666666,0.75
FW_AS_rep_1,GCA_040772985.1,0.009155113784985614,X_li,0.0759375,false,true,lipolysis,partial,fadD,one_of(lipase|lysophospholipase|acylglycerol_lipase|phospholipase),1,6,0.16666666666666666,0.5,0.5
FW_AS_rep_1,GCA_040772985.1,0.009155113784985614,X_su,0.31748737373737373,false,true,hexose_fermentation,partial,adhE;gapA;pfkA;pfor;pgi,pyk;one_of(ptsG|glcP),5,9,0.45454545454545453,0.6666666666666666,0.8333333333333334
FW_AS_rep_1,GCA_040772985.1,0.009155113784985614,X_aa,0.18408333333333332,false,true,general_amino_acid_catabolism,partial,gdh;pfor,one_of(oppA|dppA|dtpT),2,7,0.3,0.6666666666666666,0.6666666666666666
FW_AS_rep_1,GCA_040772985.1,0.009155113784985614,X_fa,0.6960000000000001,false,true,lcfa_beta_oxidation,partial,etfA;etfB;fadA;fadD;fadE,fadB,5,6,0.8,0.8,1.0
FW_AS_rep_1,GCA_040772985.1,0.009155113784985614,X_ac_et,0.7333333333333333,true,true,ethanol_acetate_chain_initiation,medium,ackA;acs;adhE;bcd;etfA;etfB;pta;thl,"",8,12,0.7333333333333333,1.0,1.0
FW_AS_rep_1,GCA_040772985.1,0.009155113784985614,X_ac_lac,0.0,false,true,lactate_acetate_chain_initiation,none,ackA;acs;bcd;etfA;etfB;pfor;pta;thl,lctD;one_of(lctB|lctC),8,13,0.625,0.75,0.8888888888888888
FW_AS_rep_1,GCA_040772985.1,0.009155113784985614,X_chain_et,0.0,false,true,ethanol_reverse_beta_oxidation,none,adhE;bcd;cat;etfA;etfB;thl,one_of(hbd);one_of(crt),6,10,0.6923076923076923,0.7777777777777778,0.75
FW_AS_rep_1,GCA_040772985.1,0.009155113784985614,X_chain_lac,0.0,false,true,lactate_reverse_beta_oxidation,none,bcd;cat;etfA;etfB;pfor;thl,lctD;one_of(hbd);one_of(crt);one_of(lctB|lctC),6,11,0.5714285714285714,0.6,0.6666666666666666
FW_AS_rep_1,GCA_040772985.1,0.009155113784985614,X_VFA_deg,0.6979166666666667,false,true,syntrophic_butyrate_oxidation,partial,bcd;etfA;etfB;fdhA;hydA;rnfB;thl,one_of(hbd);one_of(crt),7,9,0.8333333333333334,0.75,1.0
FW_AS_rep_1,GCA_040772985.1,0.009155113784985614,X_Me_ac,0.0,false,true,acetoclastic_ack_pta,none,ackA;pta,mcrA;one_of(cdhC|cdhD|cdhE),2,8,0.2222222222222222,0.5,0.4
FW_AS_rep_1,GCA_040772985.1,0.009155113784985614,X_Me_CO2,0.0,false,true,hydrogenotrophic_core,none,"",mcrA;one_of(fwdA);one_of(ftr);one_of(mch);one_of(mtd|mer),0,8,0.0,0.0,0.0
FW_AS_rep_1,GCA_040772985.1,0.009155113784985614,X_et,0.6,true,true,ethanol_to_acetyl_coa,low,ackA;acs;adhE;pta,"",4,6,0.6,1.0,1.0
FW_AS_rep_1,GCA_040772985.1,0.009155113784985614,X_lac,0.23010416666666667,false,true,lactate_to_pyruvate,partial,pfor;rnfB,lctD,2,5,0.375,0.6666666666666666,0.6666666666666666
FW_AS_rep_1,GCA_044230255.1,0.008849943325486094,X_ch,1.0,true,true,starch_utilization,high,agl;cazy_GH13;susC;susD,"",4,4,1.0,1.0,1.0
FW_AS_rep_1,GCA_044230255.1,0.008849943325486094,X_pr,0.9090909090909091,true,true,proteolysis_and_peptide_import,high,dtpT;endopeptidase;extracellular_protease;oppA;oppB;pepN,"",6,7,0.9090909090909091,1.0,1.0
FW_AS_rep_1,GCA_044230255.1,0.008849943325486094,X_li,0.3333333333333333,false,true,lipolysis,partial,fadD;lysophospholipase,"",2,6,0.3333333333333333,1.0,1.0
FW_AS_rep_1,GCA_044230255.1,0.008849943325486094,X_su,0.48636363636363633,false,true,hexose_fermentation,partial,gapA;lctD;pfkA;pfor;pgi;pyk,one_of(ptsG|glcP),6,9,0.5454545454545454,0.8333333333333334,1.0
FW_AS_rep_1,GCA_044230255.1,0.008849943325486094,X_aa,0.8,true,true,general_amino_acid_catabolism,medium,dppA;dtpT;gdh;ilvE;oppA;pfor,"",6,7,0.8,1.0,1.0
FW_AS_rep_1,GCA_044230255.1,0.008849943325486094,X_fa,1.0,true,true,lcfa_beta_oxidation,high,etfA;etfB;fadA;fadB;fadD;fadE,"",6,6,1.0,1.0,1.0
FW_AS_rep_1,GCA_044230255.1,0.008849943325486094,X_ac_et,0.0,false,true,ethanol_acetate_chain_initiation,none,acs;adh;bcd;crt;etfA;etfB;hbd;pta;thl,one_of(adhE|aldh),9,12,0.7333333333333333,0.8571428571428571,1.0
FW_AS_rep_1,GCA_044230255.1,0.008849943325486094,X_ac_lac,0.9375,true,true,lactate_acetate_chain_initiation,high,acs;bcd;crt;etfA;etfB;hbd;lctB;lctC;lctD;pfor;pta;thl,"",12,13,0.9375,1.0,1.0
FW_AS_rep_1,GCA_044230255.1,0.008849943325486094,X_chain_et,0.0,false,true,ethanol_reverse_beta_oxidation,none,adh;bcd;cat;crt;etfA;etfB;hbd;thl,one_of(adhE|aldh),8,10,0.7692307692307693,0.8888888888888888,1.0
FW_AS_rep_1,GCA_044230255.1,0.008849943325486094,X_chain_lac,1.0,true,true,lactate_reverse_beta_oxidation,high,bcd;cat;crt;etfA;etfB;hbd;lctB;lctC;lctD;pfor;thl,"",11,11,1.0,1.0,1.0
FW_AS_rep_1,GCA_044230255.1,0.008849943325486094,X_VFA_deg,1.0,true,true,syntrophic_butyrate_oxidation,high,bcd;crt;etfA;etfB;fdhA;hbd;hydA;rnfB;thl,"",9,9,1.0,1.0,1.0
FW_AS_rep_1,GCA_044230255.1,0.008849943325486094,X_Me_ac,0.0,false,true,acetoclastic_ack_pta,none,pta,mcrA;ackA;one_of(cdhC|cdhD|cdhE),1,8,0.1111111111111111,0.25,0.2
FW_AS_rep_1,GCA_044230255.1,0.008849943325486094,X_Me_CO2,0.0,false,true,hydrogenotrophic_core,none,fwdA,mcrA;one_of(ftr);one_of(mch);one_of(mtd|mer),1,8,0.1111111111111111,0.2,0.16666666666666666
FW_AS_rep_1,GCA_044230255.1,0.008849943325486094,X_et,0.31333333333333335,false,true,ethanol_to_acetyl_coa,partial,acs;adh;pta,one_of(adhE|aldh),3,6,0.4,0.6666666666666666,1.0
FW_AS_rep_1,GCA_044230255.1,0.008849943325486094,X_lac,1.0,true,true,lactate_to_pyruvate,high,lctB;lctC;lctD;pfor;rnfB,"",5,5,1.0,1.0,1.0
FW_AS_rep_1,GCA_023622505.1,0.007367686807916994,X_ch,0.13017857142857145,false,true,starch_utilization,partial,agl,cazy_GH13,1,4,0.2857142857142857,0.5,0.5
FW_AS_rep_1,GCA_023622505.1,0.007367686807916994,X_pr,0.6470588235294118,true,true,peptide_scavenging,low,dppA;dppB;dppC;endopeptidase;oppA;oppB;pepQ;pepT,"",8,13,0.6470588235294118,1.0,1.0
FW_AS_rep_1,GCA_023622505.1,0.007367686807916994,X_li,0.5,true,true,lipolysis,low,acylglycerol_lipase;fadD;lysophospholipase,"",3,6,0.5,1.0,1.0
FW_AS_rep_1,GCA_023622505.1,0.007367686807916994,X_su,0.6484848484848486,false,true,pentose_fermentation,partial,adhE;gapA;pfor;pyk;xylB;xylF,xylA,6,8,0.7272727272727273,0.8333333333333334,1.0
FW_AS_rep_1,GCA_023622505.1,0.007367686807916994,X_aa,0.7,true,true,general_amino_acid_catabolism,medium,dppA;gdh;oppA;pfor;tdcB,"",5,7,0.7,1.0,1.0
FW_AS_rep_1,GCA_023622505.1,0.007367686807916994,X_fa,0.6960000000000001,false,true,lcfa_beta_oxidation,partial,etfA;etfB;fadA;fadD;fadE,fadB,5,6,0.8,0.8,1.0
FW_AS_rep_1,GCA_023622505.1,0.007367686807916994,X_ac_et,0.8,true,true,ethanol_acetate_chain_initiation,medium,ackA;acs;adh;adhE;bcd;etfA;etfB;pta;thl,"",9,12,0.8,1.0,1.0
FW_AS_rep_1,GCA_023622505.1,0.007367686807916994,X_ac_lac,0.0,false,true,lactate_acetate_chain_initiation,none,ackA;acs;bcd;etfA;etfB;pfor;pta;thl,lctD;one_of(lctB|lctC),8,13,0.625,0.75,0.8888888888888888
FW_AS_rep_1,GCA_023622505.1,0.007367686807916994,X_chain_et,0.0,false,true,ethanol_reverse_beta_oxidation,none,adh;adhE;bcd;cat;etfA;etfB;thl,one_of(hbd);one_of(crt),7,10,0.7692307692307693,0.7777777777777778,0.875
FW_AS_rep_1,GCA_023622505.1,0.007367686807916994,X_chain_lac,0.0,false,true,lactate_reverse_beta_oxidation,none,bcd;cat;etfA;etfB;pfor;thl,lctD;one_of(hbd);one_of(crt);one_of(lctB|lctC),6,11,0.5714285714285714,0.6,0.6666666666666666
FW_AS_rep_1,GCA_023622505.1,0.007367686807916994,X_VFA_deg,0.6979166666666667,false,true,syntrophic_butyrate_oxidation,partial,bcd;etfA;etfB;fdhA;hydA;rnfB;thl,one_of(hbd);one_of(crt),7,9,0.8333333333333334,0.75,1.0
FW_AS_rep_1,GCA_023622505.1,0.007367686807916994,X_Me_ac,0.0,false,true,acetoclastic_ack_pta,none,ackA;mcrA;pta,one_of(cdhC|cdhD|cdhE),3,8,0.4444444444444444,0.75,0.6
FW_AS_rep_1,GCA_023622505.1,0.007367686807916994,X_Me_CO2,0.0,false,true,hydrogenotrophic_core,none,mcrA,one_of(fwdA);one_of(ftr);one_of(mch);one_of(mtd|mer),1,8,0.2222222222222222,0.2,0.16666666666666666
FW_AS_rep_1,GCA_023622505.1,0.007367686807916994,X_et,0.8,true,true,ethanol_to_acetyl_coa,medium,ackA;acs;adh;adhE;pta,"",5,6,0.8,1.0,1.0
FW_AS_rep_1,GCA_023622505.1,0.007367686807916994,X_lac,0.23010416666666667,false,true,lactate_to_pyruvate,partial,pfor;rnfB,lctD,2,5,0.375,0.6666666666666666,0.6666666666666666
FW_AS_rep_1,GCA_018437055.1,0.006670154329060947,X_ch,1.0,true,true,pectin_utilization,high,cazy_CE8;cazy_GH43;cazy_PL1;susC;susD,"",5,5,1.0,1.0,1.0
FW_AS_rep_1,GCA_018437055.1,0.006670154329060947,X_pr,0.6363636363636364,true,true,proteolysis_and_peptide_import,low,dtpT;endopeptidase;extracellular_protease;pepN,"",4,7,0.6363636363636364,1.0,1.0
